NodeKey,Value,DataType,Size,Quality,SourceTimeStamp,ServerTimeStamp,NodeKey:1,NodeId
3,5E05,3,1,192,133565191980020000,133565191980020000,3,Device1.ServoMonitor_CYCCNT1:OR
4,1F5C8,3,1,192,133565191980060000,133565191980060000,4,Device1.ServoMonitor_CYCCNT2:OR
5,3559A,3,1,192,133565191980090000,133565191980090000,5,Device1.ServoMonitor_CYCCNT3:OR
7, -51.385,8,1,192,133565191980340000,133565191980340000,7,Device1.ServoMonitor_MACPOS1:OR
8, -51.207,8,1,192,133565191980380000,133565191980380000,8,Device1.ServoMonitor_MACPOS2:OR
9, -51.207,8,1,192,133565191980420000,133565191980420000,9,Device1.ServoMonitor_MACPOS3:OR
10, -51.905,8,1,192,133565191980450000,133565191980450000,10,Device1.ServoMonitor_MATPOS1:OR
11, -51.903,8,1,192,133565191980490000,133565191980490000,11,Device1.ServoMonitor_MATPOS2:OR
12,  52.434,8,1,192,133565191980520000,133565191980520000,12,Device1.ServoMonitor_MATPOS3:OR
13, -51.482,8,1,192,133565191980560000,133565191980560000,13,Device1.ServoMonitor_SCAPOS1:OR
14, -51.392,8,1,192,133565191980590000,133565191980590000,14,Device1.ServoMonitor_SCAPOS2:OR
15, -51.301,8,1,192,133565191980630000,133565191980630000,15,Device1.ServoMonitor_SCAPOS3:OR
16, 147.977,8,1,192,133565191980880000,133565191980880000,16,Device1.ServoMonitor_RemainCommand1:OR
17, 147.977,8,1,192,133565191980910000,133565191980910000,17,Device1.ServoMonitor_RemainCommand2:OR
18, 147.799,8,1,192,133565191980950000,133565191980950000,18,Device1.ServoMonitor_RemainCommand3:OR
19, -47.799,8,1,192,133565191980980000,133565191980980000,19,Device1.ServoMonitor_CurrentPosition1:OR
20, -47.621,8,1,192,133565191981020000,133565191981020000,20,Device1.ServoMonitor_CurrentPosition2:OR
21, -47.621,8,1,192,133565191981060000,133565191981060000,21,Device1.ServoMonitor_CurrentPosition3:OR
23,FFF8ACF7,3,1,192,133565191981090000,133565191981090000,23,Device1.SpindleMonitor_Droop1:OR
44,0,3,1,192,133565191981110000,133565191981110000,44,Device1.SpindleMonitor_Load1:OR
45,37C00,3,1,192,133565191981220000,133565191981220000,45,Device1.SpindleMonitor_CycleCount1:OR
27,0,3,1,192,133565191981360000,133565191981360000,27,Device1.SpindleMonitor_ControlOutput41:OR
29,2E,3,1,192,133565191989200000,133565191989200000,29,Device1.ServoMonitor_Gain2:OR
30,2F,3,1,192,133565191989250000,133565191989250000,30,Device1.ServoMonitor_Gain3:OR
36,FF83,3,1,192,133565191989550000,133565191989550000,36,Device1.ServoMonitor_Speed3:OR
6,2,3,1,192,133565191989660000,133565191989660000,6,Device1.ServoMonitor_Current2:OR
2,FFFF,3,1,192,133565191989710000,133565191989710000,2,Device1.ServoMonitor_Current3:OR
42,11,3,1,192,133565191990030000,133565191990030000,42,Device1.ServoMonitor_MAXCUR23:OR
3,1844A,3,1,192,133565191990330000,133565191990330000,3,Device1.ServoMonitor_CYCCNT1:OR
4,2424A,3,1,192,133565191990390000,133565191990390000,4,Device1.ServoMonitor_CYCCNT2:OR
5,2A7B9,3,1,192,133565191990440000,133565191990440000,5,Device1.ServoMonitor_CYCCNT3:OR
7, -25.062,8,1,192,133565191990820000,133565191990820000,7,Device1.ServoMonitor_MACPOS1:OR
8, -25.062,8,1,192,133565191990870000,133565191990870000,8,Device1.ServoMonitor_MACPOS2:OR
9, -24.884,8,1,192,133565191990920000,133565191990920000,9,Device1.ServoMonitor_MACPOS3:OR
10, -27.362,8,1,192,133565191990970000,133565191990970000,10,Device1.ServoMonitor_MATPOS1:OR
11, -27.359,8,1,192,133565191991030000,133565191991030000,11,Device1.ServoMonitor_MATPOS2:OR
12,  26.468,8,1,192,133565191991080000,133565191991080000,12,Device1.ServoMonitor_MATPOS3:OR
13, -24.983,8,1,192,133565191991130000,133565191991130000,13,Device1.ServoMonitor_SCAPOS1:OR
14, -24.891,8,1,192,133565191991190000,133565191991190000,14,Device1.ServoMonitor_SCAPOS2:OR
15, -24.712,8,1,192,133565191991250000,133565191991250000,15,Device1.ServoMonitor_SCAPOS3:OR
16, 121.120,8,1,192,133565191991620000,133565191991620000,16,Device1.ServoMonitor_RemainCommand1:OR
17, 120.943,8,1,192,133565191991670000,133565191991670000,17,Device1.ServoMonitor_RemainCommand2:OR
18, 120.943,8,1,192,133565191991730000,133565191991730000,18,Device1.ServoMonitor_RemainCommand3:OR
19, -20.765,8,1,192,133565191991780000,133565191991780000,19,Device1.ServoMonitor_CurrentPosition1:OR
20, -20.587,8,1,192,133565191991830000,133565191991830000,20,Device1.ServoMonitor_CurrentPosition2:OR
21, -20.409,8,1,192,133565191991880000,133565191991880000,21,Device1.ServoMonitor_CurrentPosition3:OR
22,F,3,1,192,133565191991920000,133565191991920000,22,Device1.SpindleMonitor_Gain1:OR
23,FFF8ACFE,3,1,192,133565191991960000,133565191991960000,23,Device1.SpindleMonitor_Droop1:OR
45,3C711,3,1,192,133565191992200000,133565191992200000,45,Device1.SpindleMonitor_CycleCount1:OR
28,2F,3,1,192,133565191999070000,133565191999070000,28,Device1.ServoMonitor_Gain1:OR
30,2E,3,1,192,133565191999190000,133565191999190000,30,Device1.ServoMonitor_Gain3:OR
2,FFFC,3,1,192,133565191999640000,133565191999640000,2,Device1.ServoMonitor_Current3:OR
3,1BFCD,3,1,192,133565192000290000,133565192000290000,3,Device1.ServoMonitor_CYCCNT1:OR
4,251B9,3,1,192,133565192000350000,133565192000350000,4,Device1.ServoMonitor_CYCCNT2:OR
5,20150,3,1,192,133565192000400000,133565192000400000,5,Device1.ServoMonitor_CYCCNT3:OR
7,  -0.162,8,1,192,133565192000770000,133565192000770000,7,Device1.ServoMonitor_MACPOS1:OR
8,  -0.162,8,1,192,133565192000820000,133565192000820000,8,Device1.ServoMonitor_MACPOS2:OR
9,   0.016,8,1,192,133565192000880000,133565192000880000,9,Device1.ServoMonitor_MACPOS3:OR
10,  -1.395,8,1,192,133565192000930000,133565192000930000,10,Device1.ServoMonitor_MATPOS1:OR
11,  -1.394,8,1,192,133565192000990000,133565192000990000,11,Device1.ServoMonitor_MATPOS2:OR
12,   1.925,8,1,192,133565192001040000,133565192001040000,12,Device1.ServoMonitor_MATPOS3:OR
13,  -0.083,8,1,192,133565192001090000,133565192001090000,13,Device1.ServoMonitor_SCAPOS1:OR
14,   0.006,8,1,192,133565192001140000,133565192001140000,14,Device1.ServoMonitor_SCAPOS2:OR
15,   0.187,8,1,192,133565192001200000,133565192001200000,15,Device1.ServoMonitor_SCAPOS3:OR
16,  96.221,8,1,192,133565192001560000,133565192001560000,16,Device1.ServoMonitor_RemainCommand1:OR
17,  96.221,8,1,192,133565192001610000,133565192001610000,17,Device1.ServoMonitor_RemainCommand2:OR
18,  96.043,8,1,192,133565192001660000,133565192001660000,18,Device1.ServoMonitor_RemainCommand3:OR
19,   4.135,8,1,192,133565192001710000,133565192001710000,19,Device1.ServoMonitor_CurrentPosition1:OR
20,   4.313,8,1,192,133565192001770000,133565192001770000,20,Device1.ServoMonitor_CurrentPosition2:OR
21,   4.313,8,1,192,133565192001820000,133565192001820000,21,Device1.ServoMonitor_CurrentPosition3:OR
23,FFF8AD09,3,1,192,133565192001870000,133565192001870000,23,Device1.SpindleMonitor_Droop1:OR
45,718E9,3,1,192,133565192002050000,133565192002050000,45,Device1.SpindleMonitor_CycleCount1:OR
29,2F,3,1,192,133565192009130000,133565192009130000,29,Device1.ServoMonitor_Gain2:OR
1,1,3,1,192,133565192009570000,133565192009570000,1,Device1.ServoMonitor_Current1:OR
6,1,3,1,192,133565192009620000,133565192009620000,6,Device1.ServoMonitor_Current2:OR
2,FFFD,3,1,192,133565192009670000,133565192009670000,2,Device1.ServoMonitor_Current3:OR
40,4,3,1,192,133565192009910000,133565192009910000,40,Device1.ServoMonitor_MAXCUR21:OR
41,8,3,1,192,133565192009960000,133565192009960000,41,Device1.ServoMonitor_MAXCUR22:OR
42,E,3,1,192,133565192010020000,133565192010020000,42,Device1.ServoMonitor_MAXCUR23:OR
3,44056,3,1,192,133565192010390000,133565192010390000,3,Device1.ServoMonitor_CYCCNT1:OR
4,2F81A,3,1,192,133565192010440000,133565192010440000,4,Device1.ServoMonitor_CYCCNT2:OR
5,1B4C8,3,1,192,133565192010500000,133565192010500000,5,Device1.ServoMonitor_CYCCNT3:OR
7,  25.094,8,1,192,133565192010870000,133565192010870000,7,Device1.ServoMonitor_MACPOS1:OR
8,  25.094,8,1,192,133565192010930000,133565192010930000,8,Device1.ServoMonitor_MACPOS2:OR
9,  25.272,8,1,192,133565192010980000,133565192010980000,9,Device1.ServoMonitor_MACPOS3:OR
10,  23.150,8,1,192,133565192011030000,133565192011030000,10,Device1.ServoMonitor_MATPOS1:OR
11,  23.150,8,1,192,133565192011090000,133565192011090000,11,Device1.ServoMonitor_MATPOS2:OR
12, -22.619,8,1,192,133565192011140000,133565192011140000,12,Device1.ServoMonitor_MATPOS3:OR
13,  25.173,8,1,192,133565192011190000,133565192011190000,13,Device1.ServoMonitor_SCAPOS1:OR
14,  25.262,8,1,192,133565192011240000,133565192011240000,14,Device1.ServoMonitor_SCAPOS2:OR
15,  25.442,8,1,192,133565192011300000,133565192011300000,15,Device1.ServoMonitor_SCAPOS3:OR
16,  70.965,8,1,192,133565192011670000,133565192011670000,16,Device1.ServoMonitor_RemainCommand1:OR
17,  70.787,8,1,192,133565192011730000,133565192011730000,17,Device1.ServoMonitor_RemainCommand2:OR
18,  70.787,8,1,192,133565192011780000,133565192011780000,18,Device1.ServoMonitor_RemainCommand3:OR
19,  29.391,8,1,192,133565192011830000,133565192011830000,19,Device1.ServoMonitor_CurrentPosition1:OR
20,  29.569,8,1,192,133565192011890000,133565192011890000,20,Device1.ServoMonitor_CurrentPosition2:OR
21,  29.747,8,1,192,133565192011940000,133565192011940000,21,Device1.ServoMonitor_CurrentPosition3:OR
22,E,3,1,192,133565192011970000,133565192011970000,22,Device1.SpindleMonitor_Gain1:OR
23,FFF8ACF5,3,1,192,133565192012010000,133565192012010000,23,Device1.SpindleMonitor_Droop1:OR
45,29AFC,3,1,192,133565192012260000,133565192012260000,45,Device1.SpindleMonitor_CycleCount1:OR
28,2E,3,1,192,133565192019030000,133565192019030000,28,Device1.ServoMonitor_Gain1:OR
29,2E,3,1,192,133565192019080000,133565192019080000,29,Device1.ServoMonitor_Gain2:OR
30,2F,3,1,192,133565192019130000,133565192019130000,30,Device1.ServoMonitor_Gain3:OR
35,7C,3,1,192,133565192019420000,133565192019420000,35,Device1.ServoMonitor_Speed2:OR
36,FF84,3,1,192,133565192019470000,133565192019470000,36,Device1.ServoMonitor_Speed3:OR
1,2,3,1,192,133565192019510000,133565192019510000,1,Device1.ServoMonitor_Current1:OR
6,3,3,1,192,133565192019570000,133565192019570000,6,Device1.ServoMonitor_Current2:OR
2,FFFF,3,1,192,133565192019620000,133565192019620000,2,Device1.ServoMonitor_Current3:OR
40,5,3,1,192,133565192019830000,133565192019830000,40,Device1.ServoMonitor_MAXCUR21:OR
42,11,3,1,192,133565192019940000,133565192019940000,42,Device1.ServoMonitor_MAXCUR23:OR
3,4F17D,3,1,192,133565192020240000,133565192020240000,3,Device1.ServoMonitor_CYCCNT1:OR
4,32625,3,1,192,133565192020270000,133565192020270000,4,Device1.ServoMonitor_CYCCNT2:OR
5,1A545,3,1,192,133565192020310000,133565192020310000,5,Device1.ServoMonitor_CYCCNT3:OR
7,  49.282,8,1,192,133565192020560000,133565192020560000,7,Device1.ServoMonitor_MACPOS1:OR
8,  49.282,8,1,192,133565192020590000,133565192020590000,8,Device1.ServoMonitor_MACPOS2:OR
9,  49.460,8,1,192,133565192020630000,133565192020630000,9,Device1.ServoMonitor_MACPOS3:OR
10,  47.694,8,1,192,133565192020660000,133565192020660000,10,Device1.ServoMonitor_MATPOS1:OR
11,  47.694,8,1,192,133565192020700000,133565192020700000,11,Device1.ServoMonitor_MATPOS2:OR
12, -48.586,8,1,192,133565192020740000,133565192020740000,12,Device1.ServoMonitor_MATPOS3:OR
13,  49.095,8,1,192,133565192020770000,133565192020770000,13,Device1.ServoMonitor_SCAPOS1:OR
14,  49.184,8,1,192,133565192020810000,133565192020810000,14,Device1.ServoMonitor_SCAPOS2:OR
15,  49.275,8,1,192,133565192020840000,133565192020840000,15,Device1.ServoMonitor_SCAPOS3:OR
16,  47.488,8,1,192,133565192021090000,133565192021090000,16,Device1.ServoMonitor_RemainCommand1:OR
17,  47.310,8,1,192,133565192021130000,133565192021130000,17,Device1.ServoMonitor_RemainCommand2:OR
18,  47.310,8,1,192,133565192021160000,133565192021160000,18,Device1.ServoMonitor_RemainCommand3:OR
19,  52.868,8,1,192,133565192021200000,133565192021200000,19,Device1.ServoMonitor_CurrentPosition1:OR
20,  52.868,8,1,192,133565192021230000,133565192021230000,20,Device1.ServoMonitor_CurrentPosition2:OR
21,  53.046,8,1,192,133565192021270000,133565192021270000,21,Device1.ServoMonitor_CurrentPosition3:OR
22,F,3,1,192,133565192021290000,133565192021290000,22,Device1.SpindleMonitor_Gain1:OR
23,FFF8AD0D,3,1,192,133565192021300000,133565192021300000,23,Device1.SpindleMonitor_Droop1:OR
45,9C86E,3,1,192,133565192021430000,133565192021430000,45,Device1.SpindleMonitor_CycleCount1:OR
28,2F,3,1,192,133565192029110000,133565192029110000,28,Device1.ServoMonitor_Gain1:OR
29,2F,3,1,192,133565192029160000,133565192029160000,29,Device1.ServoMonitor_Gain2:OR
30,2E,3,1,192,133565192029220000,133565192029220000,30,Device1.ServoMonitor_Gain3:OR
35,7D,3,1,192,133565192029500000,133565192029500000,35,Device1.ServoMonitor_Speed2:OR
36,FF83,3,1,192,133565192029550000,133565192029550000,36,Device1.ServoMonitor_Speed3:OR
6,0,3,1,192,133565192029660000,133565192029660000,6,Device1.ServoMonitor_Current2:OR
2,FFFC,3,1,192,133565192029720000,133565192029720000,2,Device1.ServoMonitor_Current3:OR
3,5A2AF,3,1,192,133565192030350000,133565192030350000,3,Device1.ServoMonitor_CYCCNT1:OR
4,35433,3,1,192,133565192030410000,133565192030410000,4,Device1.ServoMonitor_CYCCNT2:OR
5,FEC1,3,1,192,133565192030460000,133565192030460000,5,Device1.ServoMonitor_CYCCNT3:OR
7,  74.894,8,1,192,133565192030830000,133565192030830000,7,Device1.ServoMonitor_MACPOS1:OR
8,  75.071,8,1,192,133565192030890000,133565192030890000,8,Device1.ServoMonitor_MACPOS2:OR
9,  75.249,8,1,192,133565192030960000,133565192030960000,9,Device1.ServoMonitor_MACPOS3:OR
10,  73.661,8,1,192,133565192031010000,133565192031010000,10,Device1.ServoMonitor_MATPOS1:OR
11,  73.661,8,1,192,133565192031070000,133565192031070000,11,Device1.ServoMonitor_MATPOS2:OR
12, -73.130,8,1,192,133565192031120000,133565192031120000,12,Device1.ServoMonitor_MATPOS3:OR
13,  75.151,8,1,192,133565192031170000,133565192031170000,13,Device1.ServoMonitor_SCAPOS1:OR
14,  75.239,8,1,192,133565192031220000,133565192031220000,14,Device1.ServoMonitor_SCAPOS2:OR
15,  75.420,8,1,192,133565192031280000,133565192031280000,15,Device1.ServoMonitor_SCAPOS3:OR
16,  20.987,8,1,192,133565192031650000,133565192031650000,16,Device1.ServoMonitor_RemainCommand1:OR
17,  20.809,8,1,192,133565192031710000,133565192031710000,17,Device1.ServoMonitor_RemainCommand2:OR
18,  20.809,8,1,192,133565192031760000,133565192031760000,18,Device1.ServoMonitor_RemainCommand3:OR
19,  79.369,8,1,192,133565192031810000,133565192031810000,19,Device1.ServoMonitor_CurrentPosition1:OR
20,  79.546,8,1,192,133565192031870000,133565192031870000,20,Device1.ServoMonitor_CurrentPosition2:OR
21,  79.724,8,1,192,133565192031920000,133565192031920000,21,Device1.ServoMonitor_CurrentPosition3:OR
22,E,3,1,192,133565192031950000,133565192031950000,22,Device1.SpindleMonitor_Gain1:OR
23,FFF8ACF4,3,1,192,133565192031990000,133565192031990000,23,Device1.SpindleMonitor_Droop1:OR
45,2FEFD,3,1,192,133565192032240000,133565192032250000,45,Device1.SpindleMonitor_CycleCount1:OR
1,1,3,1,192,133565192039540000,133565192039540000,1,Device1.ServoMonitor_Current1:OR
6,2,3,1,192,133565192039600000,133565192039600000,6,Device1.ServoMonitor_Current2:OR
2,FFFE,3,1,192,133565192039650000,133565192039650000,2,Device1.ServoMonitor_Current3:OR
3,822F6,3,1,192,133565192040260000,133565192040260000,3,Device1.ServoMonitor_CYCCNT1:OR
4,316,3,1,192,133565192040290000,133565192040290000,4,Device1.ServoMonitor_CYCCNT2:OR
5,B22D,3,1,192,133565192040330000,133565192040330000,5,Device1.ServoMonitor_CYCCNT3:OR
7,  99.238,8,1,192,133565192040580000,133565192040580000,7,Device1.ServoMonitor_MACPOS1:OR
8,  99.392,8,1,192,133565192040610000,133565192040610000,8,Device1.ServoMonitor_MACPOS2:OR
9,  99.392,8,1,192,133565192040650000,133565192040650000,9,Device1.ServoMonitor_MACPOS3:OR
10,  98.205,8,1,192,133565192040680000,133565192040680000,10,Device1.ServoMonitor_MATPOS1:OR
11,  98.205,8,1,192,133565192040720000,133565192040720000,11,Device1.ServoMonitor_MATPOS2:OR
12, -97.674,8,1,192,133565192040750000,133565192040750000,12,Device1.ServoMonitor_MATPOS3:OR
13,  99.138,8,1,192,133565192040780000,133565192040780000,13,Device1.ServoMonitor_SCAPOS1:OR
14,  99.216,8,1,192,133565192040820000,133565192040820000,14,Device1.ServoMonitor_SCAPOS2:OR
15,  99.295,8,1,192,133565192040860000,133565192040860000,15,Device1.ServoMonitor_SCAPOS3:OR
16,   0.000,8,1,192,133565192041100000,133565192041100000,16,Device1.ServoMonitor_RemainCommand1:OR
17,   0.000,8,1,192,133565192041150000,133565192041150000,17,Device1.ServoMonitor_RemainCommand2:OR
18,   0.000,8,1,192,133565192041180000,133565192041180000,18,Device1.ServoMonitor_RemainCommand3:OR
19, 100.000,8,1,192,133565192041220000,133565192041220000,19,Device1.ServoMonitor_CurrentPosition1:OR
20, 100.000,8,1,192,133565192041250000,133565192041250000,20,Device1.ServoMonitor_CurrentPosition2:OR
21, 100.000,8,1,192,133565192041290000,133565192041290000,21,Device1.ServoMonitor_CurrentPosition3:OR
22,F,3,1,192,133565192041310000,133565192041310000,22,Device1.SpindleMonitor_Gain1:OR
23,FFF8AD0A,3,1,192,133565192041320000,133565192041320000,23,Device1.SpindleMonitor_Droop1:OR
45,89C77,3,1,192,133565192041480000,133565192041480000,45,Device1.SpindleMonitor_CycleCount1:OR
29,2E,3,1,192,133565192049130000,133565192049130000,29,Device1.ServoMonitor_Gain2:OR
31,FFFFFDEC,3,1,192,133565192049230000,133565192049230000,31,Device1.ServoMonitor_Droop1:OR
32,FFFFFDEC,3,1,192,133565192049300000,133565192049300000,32,Device1.ServoMonitor_Droop2:OR
33,214,3,1,192,133565192049360000,133565192049360000,33,Device1.ServoMonitor_Droop3:OR
34,FF83,3,1,192,133565192049410000,133565192049410000,34,Device1.ServoMonitor_Speed1:OR
35,FF83,3,1,192,133565192049460000,133565192049460000,35,Device1.ServoMonitor_Speed2:OR
36,7C,3,1,192,133565192049500000,133565192049500000,36,Device1.ServoMonitor_Speed3:OR
1,FFFD,3,1,192,133565192049530000,133565192049530000,1,Device1.ServoMonitor_Current1:OR
6,FFFD,3,1,192,133565192049590000,133565192049590000,6,Device1.ServoMonitor_Current2:OR
2,2,3,1,192,133565192049640000,133565192049640000,2,Device1.ServoMonitor_Current3:OR
40,B,3,1,192,133565192049860000,133565192049860000,40,Device1.ServoMonitor_MAXCUR21:OR
41,B,3,1,192,133565192049910000,133565192049910000,41,Device1.ServoMonitor_MAXCUR22:OR
3,18347,3,1,192,133565192050270000,133565192050270000,3,Device1.ServoMonitor_CYCCNT1:OR
4,22342,3,1,192,133565192050320000,133565192050320000,4,Device1.ServoMonitor_CYCCNT2:OR
5,23088,3,1,192,133565192050370000,133565192050370000,5,Device1.ServoMonitor_CYCCNT3:OR
7,  78.686,8,1,192,133565192050760000,133565192050760000,7,Device1.ServoMonitor_MACPOS1:OR
8,  78.686,8,1,192,133565192050820000,133565192050820000,8,Device1.ServoMonitor_MACPOS2:OR
9,  78.508,8,1,192,133565192050870000,133565192050870000,9,Device1.ServoMonitor_MACPOS3:OR
10,  80.808,8,1,192,133565192050920000,133565192050920000,10,Device1.ServoMonitor_MATPOS1:OR
11,  80.808,8,1,192,133565192050980000,133565192050980000,11,Device1.ServoMonitor_MATPOS2:OR
12, -79.906,8,1,192,133565192051030000,133565192051030000,12,Device1.ServoMonitor_MATPOS3:OR
13,  78.607,8,1,192,133565192051080000,133565192051080000,13,Device1.ServoMonitor_SCAPOS1:OR
14,  78.518,8,1,192,133565192051140000,133565192051140000,14,Device1.ServoMonitor_SCAPOS2:OR
15,  78.327,8,1,192,133565192051190000,133565192051190000,15,Device1.ServoMonitor_SCAPOS3:OR
16,-174.922,8,1,192,133565192051510000,133565192051510000,16,Device1.ServoMonitor_RemainCommand1:OR
17,-174.744,8,1,192,133565192051550000,133565192051550000,17,Device1.ServoMonitor_RemainCommand2:OR
18,-174.744,8,1,192,133565192051580000,133565192051580000,18,Device1.ServoMonitor_RemainCommand3:OR
19,  74.566,8,1,192,133565192051620000,133565192051620000,19,Device1.ServoMonitor_CurrentPosition1:OR
20,  74.566,8,1,192,133565192051650000,133565192051650000,20,Device1.ServoMonitor_CurrentPosition2:OR
21,  74.389,8,1,192,133565192051690000,133565192051690000,21,Device1.ServoMonitor_CurrentPosition3:OR
22,E,3,1,192,133565192051700000,133565192051700000,22,Device1.SpindleMonitor_Gain1:OR
23,13A60,3,1,192,133565192051720000,133565192051720000,23,Device1.SpindleMonitor_Droop1:OR
44,4,3,1,192,133565192051740000,133565192051740000,44,Device1.SpindleMonitor_Load1:OR
45,32DBE,3,1,192,133565192051850000,133565192051850000,45,Device1.SpindleMonitor_CycleCount1:OR
43,409,3,1,192,133565192051950000,133565192051950000,43,Device1.SpindleMonitor_ControlOutput21:OR
27,400,3,1,192,133565192051990000,133565192051990000,27,Device1.SpindleMonitor_ControlOutput41:OR
28,2E,3,1,192,133565192059010000,133565192059010000,28,Device1.ServoMonitor_Gain1:OR
29,2F,3,1,192,133565192059080000,133565192059080000,29,Device1.ServoMonitor_Gain2:OR
36,7D,3,1,192,133565192059450000,133565192059450000,36,Device1.ServoMonitor_Speed3:OR
1,FFFE,3,1,192,133565192059490000,133565192059490000,1,Device1.ServoMonitor_Current1:OR
6,FFFC,3,1,192,133565192059530000,133565192059530000,6,Device1.ServoMonitor_Current2:OR
2,1,3,1,192,133565192059560000,133565192059560000,2,Device1.ServoMonitor_Current3:OR
3,D20D,3,1,192,133565192060040000,133565192060040000,3,Device1.ServoMonitor_CYCCNT1:OR
4,213C1,3,1,192,133565192060080000,133565192060080000,4,Device1.ServoMonitor_CYCCNT2:OR
5,2D705,3,1,192,133565192060110000,133565192060110000,5,Device1.ServoMonitor_CYCCNT3:OR
7,  54.675,8,1,192,133565192060370000,133565192060370000,7,Device1.ServoMonitor_MACPOS1:OR
8,  54.675,8,1,192,133565192060400000,133565192060400000,8,Device1.ServoMonitor_MACPOS2:OR
9,  54.497,8,1,192,133565192060440000,133565192060440000,9,Device1.ServoMonitor_MACPOS3:OR
10,  56.263,8,1,192,133565192060470000,133565192060470000,10,Device1.ServoMonitor_MATPOS1:OR
11,  56.263,8,1,192,133565192060510000,133565192060510000,11,Device1.ServoMonitor_MATPOS2:OR
12, -55.362,8,1,192,133565192060530000,133565192060530000,12,Device1.ServoMonitor_MATPOS3:OR
13,  54.863,8,1,192,133565192060580000,133565192060580000,13,Device1.ServoMonitor_SCAPOS1:OR
14,  54.774,8,1,192,133565192060600000,133565192060600000,14,Device1.ServoMonitor_SCAPOS2:OR
15,  54.673,8,1,192,133565192060650000,133565192060650000,15,Device1.ServoMonitor_SCAPOS3:OR
16,-151.445,8,1,192,133565192060900000,133565192060900000,16,Device1.ServoMonitor_RemainCommand1:OR
17,-151.267,8,1,192,133565192060930000,133565192060930000,17,Device1.ServoMonitor_RemainCommand2:OR
18,-151.267,8,1,192,133565192060960000,133565192060960000,18,Device1.ServoMonitor_RemainCommand3:OR
19,  51.089,8,1,192,133565192061010000,133565192061010000,19,Device1.ServoMonitor_CurrentPosition1:OR
20,  51.089,8,1,192,133565192061040000,133565192061040000,20,Device1.ServoMonitor_CurrentPosition2:OR
21,  50.912,8,1,192,133565192061080000,133565192061080000,21,Device1.ServoMonitor_CurrentPosition3:OR
23,3A96E,3,1,192,133565192061110000,133565192061110000,23,Device1.SpindleMonitor_Droop1:OR
44,0,3,1,192,133565192061130000,133565192061130000,44,Device1.SpindleMonitor_Load1:OR
